#,Side,Entry Time,Exit Time,Entry Price,Exit Price,P&L,Duration,Entry Reason,Exit Reason
101,CALL,2025-09-11T14:54:00+05:30,2025-09-11T14:55:00+05:30,25020.25,25000.55,-19.70,1m0s,"1m CALL re-entry: EMA6(2501643) EMA9(2501643) > MA21(2501443), close=2502025","1m CALL exit: EMA6(2501189) crossed below EMA9(2501325), close=2500055"
102,PUT,2025-09-11T15:06:00+05:30,2025-09-11T15:11:00+05:30,25003.40,25010.30,-6.90,5m0s,"1m PUT re-entry: EMA6(2500812) EMA9(2500866) < MA21(2501239), close=2500340","1m PUT exit: EMA6(2500734) crossed above EMA9(2500720), close=2501030"
103,CALL,2025-09-11T15:12:00+05:30,2025-09-11T15:14:00+05:30,25015.65,25000.70,-14.95,2m0s,"1m CALL entry: EMA6(2500972) EMA9(2500889) > MA21(2500854), close=2501565","1m CALL exit: EMA6(2500703) crossed below EMA9(2500729), close=2500070"
104,CALL,2025-09-11T15:15:00+05:30,2025-09-11T15:18:00+05:30,25011.90,25004.10,-7.80,3m0s,"1m CALL entry: EMA6(2500842) EMA9(2500821) > MA21(2500743), close=2501190","1m CALL exit: EMA6(2500828) crossed below EMA9(2500835), close=2500410"
105,PUT,2025-09-11T15:19:00+05:30,2025-09-11T15:29:00+05:30,25004.70,25008.10,-3.40,10m0s,"1m PUT entry: EMA6(2500726) EMA9(2500762) < MA21(2500769), close=2500470",end of day (15:29 close)
106,CALL,2025-09-12T09:15:00+05:30,2025-09-12T09:32:00+05:30,25063.30,25044.80,-18.50,17m0s,"1m CALL entry: EMA6(2502140) EMA9(2501622) > MA21(2500866), close=2506330","1m CALL exit: EMA6(2505035) crossed below EMA9(2505061), close=2504480"
107,PUT,2025-09-12T09:34:00+05:30,2025-09-12T09:37:00+05:30,25051.95,25058.10,-6.15,3m0s,"1m PUT entry: EMA6(2505055) EMA9(2505064) < MA21(2505241), close=2505195","1m PUT exit: EMA6(2505169) crossed above EMA9(2505122), close=2505810"
108,CALL,2025-09-12T09:39:00+05:30,2025-09-12T09:40:00+05:30,25055.80,25043.60,-12.20,1m0s,"1m CALL entry: EMA6(2505405) EMA9(2505314) > MA21(2505240), close=2505580","1m CALL exit: EMA6(2505106) crossed below EMA9(2505123), close=2504360"
109,CALL,2025-09-12T09:48:00+05:30,2025-09-12T09:57:00+05:30,25056.55,25054.75,-1.80,9m0s,"1m CALL entry: EMA6(2505172) EMA9(2505086) > MA21(2505053), close=2505655","1m CALL exit: EMA6(2505634) crossed below EMA9(2505636), close=2505475"
110,CALL,2025-09-12T10:00:00+05:30,2025-09-12T10:17:00+05:30,25062.85,25069.05,6.20,17m0s,"1m CALL re-entry: EMA6(2505686) EMA9(2505652) > MA21(2505359), close=2506285","1m CALL exit: EMA6(2507163) crossed below EMA9(2507172), close=2506905"
111,PUT,2025-09-12T10:19:00+05:30,2025-09-12T10:21:00+05:30,25067.85,25077.80,-9.95,2m0s,"1m PUT entry: EMA6(2506952) EMA9(2507013) < MA21(2507052), close=2506785","1m PUT exit: EMA6(2507254) crossed above EMA9(2507207), close=2507780"
112,CALL,2025-09-12T10:22:00+05:30,2025-09-12T10:25:00+05:30,25075.50,25069.05,-6.45,3m0s,"1m CALL entry: EMA6(2507338) EMA9(2507276) > MA21(2507226), close=2507550","1m CALL exit: EMA6(2507238) crossed below EMA9(2507238), close=2506905"
113,CALL,2025-09-12T10:31:00+05:30,2025-09-12T10:57:00+05:30,25074.40,25082.80,8.40,26m0s,"1m CALL entry: EMA6(2507258) EMA9(2507238) > MA21(2507232), close=2507440","1m CALL exit: EMA6(2508630) crossed below EMA9(2508643), close=2508280"
114,PUT,2025-09-12T10:59:00+05:30,2025-09-12T11:03:00+05:30,25082.35,25089.85,-7.50,4m0s,"1m PUT entry: EMA6(2508454) EMA9(2508510) < MA21(2508584), close=2508235","1m PUT exit: EMA6(2508534) crossed above EMA9(2508527), close=2508985"
115,CALL,2025-09-12T11:05:00+05:30,2025-09-12T11:41:00+05:30,25090.65,25126.00,35.35,36m0s,"1m CALL entry: EMA6(2508750) EMA9(2508686) > MA21(2508638), close=2509065","1m CALL exit: EMA6(2512860) crossed below EMA9(2512868), close=2512600"
116,PUT,2025-09-12T11:42:00+05:30,2025-09-12T12:03:00+05:30,25124.05,25126.40,-2.35,21m0s,"1m PUT entry: EMA6(2512730) EMA9(2512775) < MA21(2512778), close=2512405","1m PUT exit: EMA6(2512357) crossed above EMA9(2512324), close=2512640"
117,PUT,2025-09-12T12:05:00+05:30,2025-09-12T12:10:00+05:30,25121.45,25124.80,-3.35,5m0s,"1m PUT entry: EMA6(2512325) EMA9(2512316) < MA21(2512350), close=2512145","1m PUT exit: EMA6(2512294) crossed above EMA9(2512280), close=2512480"
118,CALL,2025-09-12T12:11:00+05:30,2025-09-12T12:14:00+05:30,25124.80,25121.05,-3.75,3m0s,"1m CALL entry: EMA6(2512347) EMA9(2512320) > MA21(2512283), close=2512480","1m CALL exit: EMA6(2512265) crossed below EMA9(2512276), close=2512105"
119,CALL,2025-09-12T12:18:00+05:30,2025-09-12T12:21:00+05:30,25125.00,25119.60,-5.40,3m0s,"1m CALL re-entry: EMA6(2512318) EMA9(2512303) > MA21(2512269), close=2512500","1m CALL exit: EMA6(2512211) crossed below EMA9(2512237), close=2511960"
120,CALL,2025-09-12T12:26:00+05:30,2025-09-12T12:27:00+05:30,25123.30,25121.55,-1.75,1m0s,"1m CALL entry: EMA6(2512260) EMA9(2512252) > MA21(2512251), close=2512330","1m CALL exit: EMA6(2512230) crossed below EMA9(2512233), close=2512155"
121,CALL,2025-09-12T12:43:00+05:30,2025-09-12T12:44:00+05:30,25121.80,25116.80,-5.00,1m0s,"1m CALL entry: EMA6(2512067) EMA9(2512026) > MA21(2512018), close=2512180","1m CALL exit: EMA6(2511956) crossed below EMA9(2511957), close=2511680"
122,CALL,2025-09-12T13:09:00+05:30,2025-09-12T13:41:00+05:30,25116.40,25116.30,-0.10,32m0s,"1m CALL entry: EMA6(2511277) EMA9(2511228) > MA21(2511136), close=2511640","1m CALL exit: EMA6(2512084) crossed below EMA9(2512119), close=2511630"
123,CALL,2025-09-12T13:57:00+05:30,2025-09-12T14:08:00+05:30,25122.55,25115.90,-6.65,11m0s,"1m CALL entry: EMA6(2511608) EMA9(2511399) > MA21(2511246), close=2512255","1m CALL exit: EMA6(2511934) crossed below EMA9(2511960), close=2511590"
124,PUT,2025-09-12T14:13:00+05:30,2025-09-12T14:25:00+05:30,25117.85,25118.15,-0.30,12m0s,"1m PUT entry: EMA6(2511838) EMA9(2511857) < MA21(2511941), close=2511785","1m PUT exit: EMA6(2511620) crossed above EMA9(2511611), close=2511815"
125,CALL,2025-09-12T14:26:00+05:30,2025-09-12T14:30:00+05:30,25119.45,25113.10,-6.35,4m0s,"1m CALL entry: EMA6(2511713) EMA9(2511678) > MA21(2511672), close=2511945","1m CALL exit: EMA6(2511685) crossed below EMA9(2511693), close=2511310"
126,PUT,2025-09-12T14:31:00+05:30,2025-09-12T14:42:00+05:30,25109.10,25113.95,-4.85,11m0s,"1m PUT entry: EMA6(2511464) EMA9(2511536) < MA21(2511630), close=2510910","1m PUT exit: EMA6(2511136) crossed above EMA9(2511111), close=2511395"
127,PUT,2025-09-12T14:45:00+05:30,2025-09-12T15:00:00+05:30,25107.60,25113.50,-5.90,15m0s,"1m PUT re-entry: EMA6(2511057) EMA9(2511072) < MA21(2511224), close=2510760","1m PUT exit: EMA6(2510746) crossed above EMA9(2510720), close=2511350"
128,CALL,2025-09-12T15:01:00+05:30,2025-09-12T15:20:00+05:30,25114.20,25112.90,-1.30,19m0s,"1m CALL entry: EMA6(2510938) EMA9(2510860) > MA21(2510814), close=2511420","1m CALL exit: EMA6(2511565) crossed below EMA9(2511579), close=2511290"
129,PUT,2025-09-12T15:21:00+05:30,2025-09-12T15:29:00+05:30,25110.05,25107.70,2.35,8m0s,"1m PUT entry: EMA6(2511405) EMA9(2511464) < MA21(2511500), close=2511005",end of day (15:29 close)
130,CALL,2025-09-15T09:16:00+05:30,2025-09-15T09:18:00+05:30,25124.25,25096.95,-27.30,2m0s,"1m CALL entry: EMA6(2511604) EMA9(2511496) > MA21(2511454), close=2512425","1m CALL exit: EMA6(2510883) crossed below EMA9(2511016), close=2509695"
131,CALL,2025-09-15T09:28:00+05:30,2025-09-15T09:32:00+05:30,25118.95,25101.15,-17.80,4m0s,"1m CALL entry: EMA6(2511126) EMA9(2510891) > MA21(2510715), close=2511895","1m CALL exit: EMA6(2510621) crossed below EMA9(2510655), close=2510115"
132,PUT,2025-09-15T09:33:00+05:30,2025-09-15T09:46:00+05:30,25091.10,25099.30,-8.20,13m0s,"1m PUT entry: EMA6(2510189) EMA9(2510346) < MA21(2510510), close=2509110","1m PUT exit: EMA6(2509302) crossed above EMA9(2509254), close=2509930"
133,CALL,2025-09-15T09:49:00+05:30,2025-09-15T09:59:00+05:30,25100.25,25094.90,-5.35,10m0s,"1m CALL entry: EMA6(2509652) EMA9(2509544) > MA21(2509411), close=2510025","1m CALL exit: EMA6(2510144) crossed below EMA9(2510183), close=2509490"
134,PUT,2025-09-15T10:01:00+05:30,2025-09-15T10:15:00+05:30,25091.75,25086.40,5.35,14m0s,"1m PUT entry: EMA6(2509649) EMA9(2509804) < MA21(2509894), close=2509175","1m PUT exit: EMA6(2508260) crossed above EMA9(2508247), close=2508640"
135,CALL,2025-09-15T10:20:00+05:30,2025-09-15T10:41:00+05:30,25088.90,25085.75,-3.15,21m0s,"1m CALL entry: EMA6(2508561) EMA9(2508483) > MA21(2508372), close=2508890","1m CALL exit: EMA6(2509294) crossed below EMA9(2509373), close=2508575"
136,PUT,2025-09-15T10:42:00+05:30,2025-09-15T10:57:00+05:30,25084.65,25080.85,3.80,15m0s,"1m PUT entry: EMA6(2509057) EMA9(2509192) < MA21(2509337), close=2508465","1m PUT exit: EMA6(2507750) crossed above EMA9(2507711), close=2508085"
137,CALL,2025-09-15T11:00:00+05:30,2025-09-15T11:11:00+05:30,25081.15,25079.40,-1.75,11m0s,"1m CALL entry: EMA6(2507900) EMA9(2507844) > MA21(2507765), close=2508115","1m CALL exit: EMA6(2508261) crossed below EMA9(2508277), close=2507940"
138,PUT,2025-09-15T11:14:00+05:30,2025-09-15T11:23:00+05:30,25075.80,25082.05,-6.25,9m0s,"1m PUT entry: EMA6(2507977) EMA9(2508061) < MA21(2508115), close=2507580","1m PUT exit: EMA6(2507807) crossed above EMA9(2507762), close=2508205"
139,CALL,2025-09-15T11:25:00+05:30,2025-09-15T11:41:00+05:30,25085.75,25086.85,1.10,16m0s,"1m CALL entry: EMA6(2508146) EMA9(2508025) > MA21(2507991), close=2508575","1m CALL exit: EMA6(2508842) crossed below EMA9(2508860), close=2508685"
140,PUT,2025-09-15T11:43:00+05:30,2025-09-15T11:47:00+05:30,25082.50,25090.05,-7.55,4m0s,"1m PUT entry: EMA6(2508641) EMA9(2508710) < MA21(2508779), close=2508250","1m PUT exit: EMA6(2508767) crossed above EMA9(2508757), close=2509005"
141,CALL,2025-09-15T11:49:00+05:30,2025-09-15T12:06:00+05:30,25096.35,25100.35,4.00,17m0s,"1m CALL entry: EMA6(2509110) EMA9(2509009) > MA21(2508930), close=2509635","1m CALL exit: EMA6(2510588) crossed below EMA9(2510639), close=2510035"
142,PUT,2025-09-15T12:08:00+05:30,2025-09-15T12:16:00+05:30,25100.00,25104.35,-4.35,8m0s,"1m PUT entry: EMA6(2510249) EMA9(2510369) < MA21(2510484), close=2510000","1m PUT exit: EMA6(2510199) crossed above EMA9(2510188), close=2510435"
143,CALL,2025-09-15T12:22:00+05:30,2025-09-15T12:38:00+05:30,25104.20,25105.45,1.25,16m0s,"1m CALL entry: EMA6(2510302) EMA9(2510278) > MA21(2510258), close=2510420","1m CALL exit: EMA6(2510716) crossed below EMA9(2510733), close=2510545"
144,PUT,2025-09-15T12:40:00+05:30,2025-09-15T12:59:00+05:30,25102.20,25099.00,3.20,19m0s,"1m PUT entry: EMA6(2510534) EMA9(2510596) < MA21(2510659), close=2510220","1m PUT exit: EMA6(2509658) crossed above EMA9(2509641), close=2509900"
145,CALL,2025-09-15T13:00:00+05:30,2025-09-15T13:03:00+05:30,25100.10,25096.35,-3.75,3m0s,"1m CALL entry: EMA6(2509759) EMA9(2509715) > MA21(2509645), close=2510010","1m CALL exit: EMA6(2509669) crossed below EMA9(2509670), close=2509635"
146,CALL,2025-09-15T13:04:00+05:30,2025-09-15T13:17:00+05:30,25100.15,25101.20,1.05,13m0s,"1m CALL re-entry: EMA6(2509768) EMA9(2509739) > MA21(2509600), close=2510015","1m CALL exit: EMA6(2510588) crossed below EMA9(2510599), close=2510120"
147,CALL,2025-09-15T13:18:00+05:30,2025-09-15T13:30:00+05:30,25110.40,25107.45,-2.95,12m0s,"1m CALL re-entry: EMA6(2510717) EMA9(2510687) > MA21(2510444), close=2511040","1m CALL exit: EMA6(2510993) crossed below EMA9(2511007), close=2510745"
148,PUT,2025-09-15T13:32:00+05:30,2025-09-15T13:53:00+05:30,25104.55,25086.90,17.65,21m0s,"1m PUT entry: EMA6(2510793) EMA9(2510858) < MA21(2510910), close=2510455","1m PUT exit: EMA6(2508338) crossed above EMA9(2508305), close=2508690"
149,CALL,2025-09-15T13:56:00+05:30,2025-09-15T14:00:00+05:30,25086.20,25081.90,-4.30,4m0s,"1m CALL entry: EMA6(2508571) EMA9(2508502) > MA21(2508487), close=2508620","1m CALL exit: EMA6(2508417) crossed below EMA9(2508432), close=2508190"
150,PUT,2025-09-15T14:04:00+05:30,2025-09-15T14:05:00+05:30,25081.10,25087.05,-5.95,1m0s,"1m PUT entry: EMA6(2508145) EMA9(2508204) < MA21(2508282), close=2508110","1m PUT exit: EMA6(2508305) crossed above EMA9(2508304), close=2508705"
151,PUT,2025-09-15T14:06:00+05:30,2025-09-15T14:29:00+05:30,25082.05,25074.00,8.05,23m0s,"1m PUT re-entry: EMA6(2508276) EMA9(2508284) < MA21(2508342), close=2508205","1m PUT exit: EMA6(2507186) crossed above EMA9(2507171), close=2507400"
152,CALL,2025-09-15T14:52:00+05:30,2025-09-15T14:54:00+05:30,25092.05,25089.55,-2.50,2m0s,"1m CALL re-entry: EMA6(2509099) EMA9(2509091) > MA21(2508824), close=2509205","1m CALL exit: EMA6(2509065) crossed below EMA9(2509071), close=2508955"
153,PUT,2025-09-15T14:56:00+05:30,2025-09-15T15:25:00+05:30,25084.90,25070.45,14.45,29m0s,"1m PUT entry: EMA6(2508837) EMA9(2508903) < MA21(2508963), close=2508490","1m PUT exit: EMA6(2506674) crossed above EMA9(2506649), close=2507045"
154,CALL,2025-09-15T15:28:00+05:30,2025-09-15T15:29:00+05:30,25067.05,25069.70,2.65,1m0s,"1m CALL entry: EMA6(2506715) EMA9(2506696) > MA21(2506656), close=2506705",end of day (15:29 close)
155,CALL,2025-09-16T10:15:00+05:30,2025-09-16T10:18:00+05:30,25168.70,25165.85,-2.85,3m0s,"1m CALL re-entry: EMA6(2516767) EMA9(2516764) > MA21(2516501), close=2516870","1m CALL exit: EMA6(2516743) crossed below EMA9(2516753), close=2516585"
156,PUT,2025-09-16T10:22:00+05:30,2025-09-16T10:27:00+05:30,25165.55,25171.75,-6.20,5m0s,"1m PUT re-entry: EMA6(2516705) EMA9(2516722) < MA21(2516906), close=2516555","1m PUT exit: EMA6(2516721) crossed above EMA9(2516684), close=2517175"
157,CALL,2025-09-16T10:28:00+05:30,2025-09-16T10:31:00+05:30,25172.50,25166.20,-6.30,3m0s,"1m CALL entry: EMA6(2516872) EMA9(2516797) > MA21(2516764), close=2517250","1m CALL exit: EMA6(2516710) crossed below EMA9(2516712), close=2516620"
158,CALL,2025-09-16T10:32:00+05:30,2025-09-16T10:42:00+05:30,25170.70,25169.35,-1.35,10m0s,"1m CALL re-entry: EMA6(2516813) EMA9(2516784) > MA21(2516707), close=2517070","1m CALL exit: EMA6(2517040) crossed below EMA9(2517042), close=2516935"
159,PUT,2025-09-16T10:44:00+05:30,2025-09-16T11:10:00+05:30,25163.95,25159.75,4.20,26m0s,"1m PUT entry: EMA6(2516776) EMA9(2516850) < MA21(2516904), close=2516395","1m PUT exit: EMA6(2515653) crossed above EMA9(2515622), close=2515975"
160,CALL,2025-09-16T11:46:00+05:30,2025-09-16T11:57:00+05:30,25176.00,25167.20,-8.80,11m0s,"1m CALL re-entry: EMA6(2517223) EMA9(2517211) > MA21(2517103), close=2517600","1m CALL exit: EMA6(2517223) crossed below EMA9(2517274), close=2516720"
161,CALL,2025-09-16T12:10:00+05:30,2025-09-16T12:42:00+05:30,25172.15,25194.00,21.85,32m0s,"1m CALL entry: EMA6(2517152) EMA9(2517127) > MA21(2517117), close=2517215","1m CALL exit: EMA6(2519509) crossed below EMA9(2519513), close=2519400"
162,CALL,2025-09-16T12:43:00+05:30,2025-09-16T12:52:00+05:30,25196.95,25194.25,-2.70,9m0s,"1m CALL re-entry: EMA6(2519562) EMA9(2519549) > MA21(2519386), close=2519695","1m CALL exit: EMA6(2519648) crossed below EMA9(2519661), close=2519425"
163,CALL,2025-09-16T13:01:00+05:30,2025-09-16T13:05:00+05:30,25198.75,25191.95,-6.80,4m0s,"1m CALL entry: EMA6(2519666) EMA9(2519629) > MA21(2519613), close=2519875","1m CALL exit: EMA6(2519483) crossed below EMA9(2519517), close=2519195"
164,CALL,2025-09-16T13:40:00+05:30,2025-09-16T13:47:00+05:30,25180.95,25177.20,-3.75,7m0s,"1m CALL entry: EMA6(2517865) EMA9(2517823) > MA21(2517799), close=2518095","1m CALL exit: EMA6(2517820) crossed below EMA9(2517823), close=2517720"
165,PUT,2025-09-16T13:50:00+05:30,2025-09-16T14:00:00+05:30,25175.20,25180.20,-5.00,10m0s,"1m PUT entry: EMA6(2517664) EMA9(2517705) < MA21(2517727), close=2517520","1m PUT exit: EMA6(2517549) crossed above EMA9(2517500), close=2518020"
166,CALL,2025-09-16T14:01:00+05:30,2025-09-16T14:09:00+05:30,25182.00,25162.50,-19.50,8m0s,"1m CALL entry: EMA6(2517735) EMA9(2517640) > MA21(2517588), close=2518200","1m CALL exit: EMA6(2517481) crossed below EMA9(2517609), close=2516250"
167,CALL,2025-09-16T14:16:00+05:30,2025-09-16T14:46:00+05:30,25181.85,25206.55,24.70,30m0s,"1m CALL entry: EMA6(2517799) EMA9(2517701) > MA21(2517652), close=2518185","1m CALL exit: EMA6(2521115) crossed below EMA9(2521134), close=2520655"
168,CALL,2025-09-16T14:49:00+05:30,2025-09-16T14:50:00+05:30,25214.15,25197.45,-16.70,1m0s,"1m CALL re-entry: EMA6(2521157) EMA9(2521145) > MA21(2520926), close=2521415","1m CALL exit: EMA6(2520753) crossed below EMA9(2520865), close=2519745"
169,PUT,2025-09-16T14:59:00+05:30,2025-09-16T15:00:00+05:30,25201.85,25221.95,-20.10,1m0s,"1m PUT re-entry: EMA6(2520677) EMA9(2520735) < MA21(2521039), close=2520185","1m PUT exit: EMA6(2521110) crossed above EMA9(2521027), close=2522195"
170,CALL,2025-09-17T09:30:00+05:30,2025-09-17T09:46:00+05:30,25304.25,25318.75,14.50,16m0s,"1m CALL re-entry: EMA6(2530079) EMA9(2530039) > MA21(2529142), close=2530425","1m CALL exit: EMA6(2532734) crossed below EMA9(2532788), close=2531875"
171,PUT,2025-09-17T09:50:00+05:30,2025-09-17T09:59:00+05:30,25315.60,25320.05,-4.45,9m0s,"1m PUT entry: EMA6(2532021) EMA9(2532209) < MA21(2532405), close=2531560","1m PUT exit: EMA6(2531938) crossed above EMA9(2531932), close=2532005"
172,PUT,2025-09-17T10:00:00+05:30,2025-09-17T10:02:00+05:30,25316.25,25324.35,-8.10,2m0s,"1m PUT re-entry: EMA6(2531849) EMA9(2531870) < MA21(2532273), close=2531625","1m PUT exit: EMA6(2532029) crossed above EMA9(2531990), close=2532435"
173,CALL,2025-09-17T10:03:00+05:30,2025-09-17T10:12:00+05:30,25325.65,25319.60,-6.05,9m0s,"1m CALL entry: EMA6(2532182) EMA9(2532105) > MA21(2532059), close=2532565","1m CALL exit: EMA6(2532208) crossed below EMA9(2532224), close=2531960"
174,PUT,2025-09-17T10:14:00+05:30,2025-09-17T10:22:00+05:30,25314.15,25323.50,-9.35,8m0s,"1m PUT entry: EMA6(2531902) EMA9(2531998) < MA21(2532080), close=2531415","1m PUT exit: EMA6(2531659) crossed above EMA9(2531603), close=2532350"
175,CALL,2025-09-17T10:24:00+05:30,2025-09-17T10:42:00+05:30,25326.60,25314.10,-12.50,18m0s,"1m CALL entry: EMA6(2532116) EMA9(2531957) > MA21(2531885), close=2532660","1m CALL exit: EMA6(2532162) crossed below EMA9(2532237), close=2531410"
176,CALL,2025-09-17T10:56:00+05:30,2025-09-17T11:11:00+05:30,25326.35,25328.95,2.60,15m0s,"1m CALL entry: EMA6(2532089) EMA9(2531961) > MA21(2531856), close=2532635","1m CALL exit: EMA6(2533057) crossed below EMA9(2533058), close=2532895"
177,CALL,2025-09-17T11:13:00+05:30,2025-09-17T11:19:00+05:30,25333.55,25327.70,-5.85,6m0s,"1m CALL re-entry: EMA6(2533092) EMA9(2533077) > MA21(2532992), close=2533355","1m CALL exit: EMA6(2533074) crossed below EMA9(2533109), close=2532770"
178,CALL,2025-09-17T11:46:00+05:30,2025-09-17T11:48:00+05:30,25325.75,25320.10,-5.65,2m0s,"1m CALL entry: EMA6(2532457) EMA9(2532418) > MA21(2532395), close=2532575","1m CALL exit: EMA6(2532376) crossed below EMA9(2532379), close=2532010"
179,CALL,2025-09-17T11:49:00+05:30,2025-09-17T12:03:00+05:30,25326.95,25326.65,-0.30,14m0s,"1m CALL re-entry: EMA6(2532467) EMA9(2532443) > MA21(2532381), close=2532695","1m CALL exit: EMA6(2533021) crossed below EMA9(2533060), close=2532665"
180,PUT,2025-09-17T12:04:00+05:30,2025-09-17T12:21:00+05:30,25325.00,25328.25,-3.25,17m0s,"1m PUT entry: EMA6(2532872) EMA9(2532948) < MA21(2532975), close=2532500","1m PUT exit: EMA6(2532398) crossed above EMA9(2532391), close=2532825"
181,CALL,2025-09-17T12:22:00+05:30,2025-09-17T12:40:00+05:30,25332.50,25334.15,1.65,18m0s,"1m CALL entry: EMA6(2532641) EMA9(2532563) > MA21(2532505), close=2533250","1m CALL exit: EMA6(2533529) crossed below EMA9(2533533), close=2533415"
182,PUT,2025-09-17T12:44:00+05:30,2025-09-17T12:56:00+05:30,25332.05,25333.45,-1.40,12m0s,"1m PUT entry: EMA6(2533362) EMA9(2533404) < MA21(2533446), close=2533205","1m PUT exit: EMA6(2533173) crossed above EMA9(2533163), close=2533345"
183,PUT,2025-09-17T12:57:00+05:30,2025-09-17T13:01:00+05:30,25329.55,25334.25,-4.70,4m0s,"1m PUT re-entry: EMA6(2533111) EMA9(2533121) < MA21(2533233), close=2532955","1m PUT exit: EMA6(2533161) crossed above EMA9(2533141), close=2533425"
184,CALL,2025-09-17T13:02:00+05:30,2025-09-17T13:12:00+05:30,25339.05,25332.15,-6.90,10m0s,"1m CALL entry: EMA6(2533374) EMA9(2533294) > MA21(2533180), close=2533905","1m CALL exit: EMA6(2533477) crossed below EMA9(2533491), close=2533215"
185,CALL,2025-09-17T13:17:00+05:30,2025-09-17T13:27:00+05:30,25337.20,25335.20,-2.00,10m0s,"1m CALL re-entry: EMA6(2533527) EMA9(2533517) > MA21(2533465), close=2533720","1m CALL exit: EMA6(2533856) crossed below EMA9(2533881), close=2533520"
186,PUT,2025-09-17T13:29:00+05:30,2025-09-17T13:58:00+05:30,25332.65,25320.15,12.50,29m0s,"1m PUT entry: EMA6(2533604) EMA9(2533689) < MA21(2533738), close=2533265","1m PUT exit: EMA6(2531776) crossed above EMA9(2531762), close=2532015"
187,PUT,2025-09-17T14:00:00+05:30,2025-09-17T14:15:00+05:30,25315.60,25307.80,7.80,15m0s,"1m PUT re-entry: EMA6(2531718) EMA9(2531727) < MA21(2531779), close=2531560","1m PUT exit: EMA6(2530414) crossed above EMA9(2530404), close=2530780"
188,CALL,2025-09-17T14:18:00+05:30,2025-09-17T14:25:00+05:30,25312.60,25300.40,-12.20,7m0s,"1m CALL entry: EMA6(2530794) EMA9(2530691) > MA21(2530635), close=2531260","1m CALL exit: EMA6(2530566) crossed below EMA9(2530628), close=2530040"
189,PUT,2025-09-17T14:26:00+05:30,2025-09-17T14:34:00+05:30,25289.50,25304.50,-15.00,8m0s,"1m PUT entry: EMA6(2530104) EMA9(2530292) < MA21(2530425), close=2528950","1m PUT exit: EMA6(2529853) crossed above EMA9(2529839), close=2530450"
190,CALL,2025-09-17T14:37:00+05:30,2025-09-17T15:16:00+05:30,25309.85,25326.55,16.70,39m0s,"1m CALL entry: EMA6(2530402) EMA9(2530254) > MA21(2530225), close=2530985","1m CALL exit: EMA6(2532902) crossed below EMA9(2532930), close=2532655"
